web-scraper-order,web-scraper-start-url,Links,Links-href,Adress,Datum,Slutpris,Utgångspris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift/månad,Driftskostnad/år,Pages
"1693472524-918","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34656%2C18.044878&amp;size=640x350&amp;zoom=14&amp;signature=veX-SoJwnRD1B65wnabVNwqJ0pE=""/>Såld 2023-03-24Upplandsgatan 84, 5trLägenhetVasastan, Stockholms kommun<img alt=""Erik Olsson Fastighetsförmedling"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/6f/47/6f472408571111fc3d41d0dff42955b9.png""/>118 m²5 rum2 832 kr/månBalkongHissSlutpris 15 000 000 kr+16 %127 119 kr/m²","https://www.hemnet.se/salda/lagenhet-5rum-vasastan-stockholms-kommun-upplandsgatan-84,-5tr-8328831099574406762","Slutpris
  Upplandsgatan 84, 5tr","24 mars 2023","15 000 000 kr","12 900 000 kr","Lägenhet","Bostadsrätt","5 rum","118 m²","Ja","5 av 6, hiss finns","1911","2 832 kr/mån","16 104 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472532-919","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3260499813%2C18.0130505562&amp;size=640x350&amp;zoom=14&amp;signature=p8UnBhj7CgXk9VqSGMgf1d8ntgU=""/>Såld 2023-03-24Wivalliusgatan 6LägenhetMarieberg, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Kungsholmen"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>119,5 m²5 rum6 743 kr/månBalkongUteplatsSlutpris 11 650 000 kr+11 %97 490 kr/m²","https://www.hemnet.se/salda/lagenhet-5rum-marieberg-stockholms-kommun-wivalliusgatan-6-6201281875752340078","Slutpris
  Wivalliusgatan 6","24 mars 2023","11 650 000 kr","10 500 000 kr","Lägenhet","Bostadsrätt","5 rum","119,5 m²","Ja","","2003","6 743 kr/mån","20 939 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472541-920","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","<img alt=""Upplandsgatan 64, 2 tr, Vasastan, Stockholms kommun"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" src=""https://bilder.hemnet.se/images/itemgallery_cut/4e/3f/4e3f26cb6022a6cb83fd3d94808ce9fd.jpg""/>Såld 2023-03-24<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/22/e0/22e02d25dceffc44aa933c0fadac50fd.jpg""/>SusannePerssonUpplandsgatan 64, 2 trLägenhetVasastan, Stockholms kommun<img alt=""Susanne Persson Fastighetsförmedling AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/ba/31/ba317c4688f38c2baba1b50e0df8c0dc.jpg""/>143 m²5 rum5 187 kr/månHissSlutpris 15 000 000 kr-8 %104 895 kr/m²","https://www.hemnet.se/salda/lagenhet-5rum-vasastan-stockholms-kommun-upplandsgatan-64,-2-tr-4371871460122422780","Slutpris
  Upplandsgatan 64, 2 tr","24 mars 2023","15 000 000 kr","16 250 000 kr","Lägenhet","Bostadsrätt","5 rum","143 m²","Nej","2 av 6, hiss finns","1906","5 187 kr/mån","19 320 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472549-921","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3357251997615%2C18.085716217333673&amp;size=640x350&amp;zoom=14&amp;signature=aBO1pH3os8XkzLZCjnPeRs7HvqY=""/>Såld 2023-03-27Grevgatan 39 med balkongLägenhetÖstermalm, Stockholms kommun142 m²5 rum5 829 kr/månBalkongHissSlutpris 16 330 000 kr-4 %115 000 kr/m²","https://www.hemnet.se/salda/lagenhet-5rum-ostermalm-stockholms-kommun-grevgatan-39-med-balkong-75657095854409330","Slutpris
  Grevgatan 39 med balkong","27 mars 2023","16 330 000 kr","17 000 000 kr","Lägenhet","Bostadsrätt","5 rum","142 m²","Ja","","1969","5 829 kr/mån","8 400 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472557-922","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3316879%2C18.0315456&amp;size=640x350&amp;zoom=14&amp;signature=dv2RIpH3kjdnm7xmkpzfd1pOI2Y=""/>Såld 2023-03-27Sankt Eriksgatan 24, 2 trLägenhetKungsholmen, Stockholms kommun76 m²3 rum1 679 kr/månBalkongHissSlutpris 7 350 000 kr+7 %96 711 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-sankt-eriksgatan-24,-2-tr-2999339839391106192","Slutpris
  Sankt Eriksgatan 24, 2 tr","27 mars 2023","7 350 000 kr","6 850 000 kr","Lägenhet","Bostadsrätt","3 rum","76 m²","Ja","2 av 6, hiss finns","1984","1 679 kr/mån","3 420 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472565-923","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.337435578%2C18.0658793417&amp;size=640x350&amp;zoom=14&amp;signature=p__grVFGuEQN_AJL5se3gNGOzqQ=""/>Såld 2023-03-27Johannesgatan 3, 2tr.LägenhetVasastan - City/Norrmalm, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>67 m²3 rum2 988 kr/månBalkongHissSlutpris 8 500 000 kr+6 %126 866 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-city-norrmalm-stockholms-kommun-johannesgatan-3,-2tr,-2965332279617829024","Slutpris
  Johannesgatan 3, 2tr.","27 mars 2023","8 500 000 kr","7 995 000 kr","Lägenhet","Bostadsrätt","3 rum","67 m²","Ja","2 av 3, hiss finns","1888","2 988 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472573-924","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","<img alt=""Norra Stationsgatan 95A, Vasastan - Hagastaden, Stockholms kommun"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" src=""https://bilder.hemnet.se/images/itemgallery_cut/c7/99/c799e85b2e7b0831606165fafab8c47e.jpg""/>Såld 2023-03-27Norra Stationsgatan 95ALägenhetVasastan - Hagastaden, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>91 m²4 rum3 934 kr/månBalkongHissSlutpris 7 500 000 kr+7 %82 418 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-vasastan-hagastaden-stockholms-kommun-norra-stationsgatan-95a-4191140589939406468","Slutpris
  Norra Stationsgatan 95A","27 mars 2023","7 500 000 kr","6 995 000 kr","Lägenhet","Bostadsrätt","4 rum","91 m²","Ja","4, hiss finns","1997","3 934 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472581-925","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34666%2C18.0576687&amp;size=640x350&amp;zoom=14&amp;signature=GXaNUCK1_qnoVmvZGv5f6RCv52M=""/>Såld 2023-03-28Tulegatan 49, 3trLägenhetVasastan, Stockholms kommun91 m²3.5 rum4 075 kr/månBalkongHissSlutpris 9 750 000 kr±0 %107 143 kr/m²","https://www.hemnet.se/salda/lagenhet-3,5rum-vasastan-stockholms-kommun-tulegatan-49,-3tr-2907148348632039754","Slutpris
  Tulegatan 49, 3tr","28 mars 2023","9 750 000 kr","9 750 000 kr","Lägenhet","Bostadsrätt","3,5 rum","91 m²","Ja","3 av 8, hiss finns","1962","4 075 kr/mån","13 942 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472589-926","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3487434%2C18.05086&amp;size=640x350&amp;zoom=14&amp;signature=AL9vGX8Gj88fymEhxYUcgJ5Mb4s=""/>Såld 2023-03-28<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/1d/fd/1dfd81ff6dbe5b35b15d3cced0e9e649.jpg""/>ChristianMelkiSveavägen 133, 2trLägenhetVasastan, Stockholms kommun<img alt=""Edward &amp; Partners Fastighetsmäklare AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/7b/d9/7bd901ea4c722b1e3a65c4234743a0af.jpg""/>72 m²3 rum3 737 kr/månHissSlutpris 6 575 000 kr-2 %91 319 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-sveavagen-133,-2tr-3854845796309359871","Slutpris
  Sveavägen 133, 2tr","28 mars 2023","6 575 000 kr","6 700 000 kr","Lägenhet","Bostadsrätt","3 rum","72 m²","Nej","2 av 5, hiss finns","1926","3 737 kr/mån","6 900 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472597-927","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33183578028774%2C18.032847967910037&amp;size=640x350&amp;zoom=14&amp;signature=xN9EAgWVq6o7tiO05z5Q26cj4yI=""/>Såld 2023-03-28<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/10/be/10be68895f0424abf649e5e89dad0e5e.png""/>AndreasGunnarssonDrottningholmsvägen 1, 3 trLägenhetKungsholmen, Stockholms kommun<img alt=""Skeppsholmen Sotheby&#x27;s International Realty"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/66/bf/66bf62c5a7c6eb7993b5365b3bf9c531.jpg""/>118 m²4 rum6 126 kr/månHissSlutpris 12 700 000 kr+2 %107 627 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-kungsholmen-stockholms-kommun-drottningholmsvagen-1,-3-tr-4894019096244640242","Slutpris
  Drottningholmsvägen 1, 3 tr","28 mars 2023","12 700 000 kr","12 450 000 kr","Lägenhet","Bostadsrätt","4 rum","118 m²","","3, hiss finns","1906","6 126 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472605-928","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.337192233066155%2C18.06583187061067&amp;size=640x350&amp;zoom=14&amp;signature=enSU2TlOXaWA20g-NY5mlU6L__U=""/>Såld 2023-03-28David Bagares gata 26 ALägenhetNorrmalm, Stockholms kommun<img alt=""Wrede Fastighetsmäkleri"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/60/50/6050a8294572c2e46593c47e95dca0bf.jpg""/>89 m²3 rum3 962 kr/månBalkongHissSlutpris 10 550 000 kr-1 %118 539 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-norrmalm-stockholms-kommun-david-bagares-gata-26-a-5879781724470492125","Slutpris
  David Bagares gata 26 A","28 mars 2023","10 550 000 kr","10 700 000 kr","Lägenhet","Bostadsrätt","3 rum","89 m²","Ja","2 av 3, hiss finns","1882","3 962 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
